narrator02_encounters_stream.wav|The sun's death lasted only a year but it changed the world. when mortals returned to the surface, they found a strange curse had fallen upon those who had remained. they were now vile and twisted abominations creatures who knew only hate and madness. for rogen kayle and a group of human refuges the long journey home had become a terrifying battle for survival, as they emerged into a world forever changed.
narrator03_enconunters_stream.wav|Before the Twilight wars, Rogan Kayle thought himself a simple man with simple needs. It was only the attention of a Skylord that thrust him onto fates path. Yet while Rogan began life as neither wise nor noble, the spark of greatness was within him. The Skylord Viridya sensed this, and against her absent fathers expressed wished, urged other Skylords to aid her in creating a symbol of hope for the mortals. Some answered her call. Rogan showed mortals, if you are willing to stand up and fight for your home, the Skylords would aid your calls. Eternal glory or total damnation awaited the former thief, a fact history shows he became increasingly aware of.
narrator04_siegeofhope_stream.wav|As the first battle of the Twilight War loomed, it was clear the mortal races desperately needed aid. The leader of the Skylords, Brannoc, claiming victory could only achieved by finding the gods, had disappeared months before in what some of his fellow Skylords thought a fools' quest. Sheparded by his rebellious daughter Viridya, mortals, most of them humans of the northern Lyrish empire, gathered near the city called Hope. She believed, there they could both make a new beginning, and defend against the Twilight creatures. Further disobeying Brannoc, Viridya conviced some of the Skylords to use the Forge to conjure legendary creatures and wonders of old. Moon, his able lieutenant, remained silent in the face of Viridyas plans.
narrator05_siegeofhope_stream.wav|While humans celebrated their first victory, Viridya knew any respite would be brief. A cure for the curse was needed, should the world have a hope to survive. But the impulsive Skylord was convinced her fathers quest to find the gods was hopeless. The affliction had spread swiftly, and even now grew in power. Viridyas heart was torn as she watched the curse weave its vile taint into nature itself, upsetting the very balance she had sworn to protect.
narrator06_defendinghope_stream.wav|Viridya led the mortals to the city called Hope. Not only because it was a powerful city of rebirth, but because it was home to two Soulstones, mighty shrines created by mortals ages past in remembrance of giant war. Within them was said to slumber the wrath of a million spirits. Viridya hoped they would wake when the time was right.
narrator07_defendinghope_stream.wav|The soulstones had awakend, just as Viridya had hoped. But though the stones fury had brought victory, they were unable to destory the infection completly. The curse was wast, it gripped the entire world, and one did not have to be wise to know a far greater power was needed, if the mortal realm was to be cleansed. Though the struggle for hope was over, a new one began in Viridyas soul.
narrator08_soultree_stream.wav|Many ages past in the elemental wars, earth created the trees to defend against the wind. But the trees rebelled against their master and created the power of nature. Viridya had a powerful affinity to nature, and knew this ancient conflict had spawned its most powerful artifact - the mighty soultree. Within it she hoped to finally find the strength needed to rid the world of the Twilight curse. Moon watched, but still did nothing, believing perhaps in the purity of Viridyas intentions.
narrator09_soultree_stream.wav|Viridya had taken the soultree into herself, and merged with its ancient magic. While this granted her power far beyond that of the Forge, the soultrees ancient hate drove Viridya insane. Forced to action, Moon petitioned the other Skylords for aid. Their combined power was enought to banish Viridya from the forge. She fled, no longer a Skylord, instead a distorted creature of fey power. A new enemy to the Twilight had been created, though it remained to be seen if she was to be ally or foe to the Skylords
narrator10_crusade_stream.wav|Brannoc, master of the forge, said to be both powerful and wise, was the first and only leader of the Skylords installed by the gods. He had forbidden any to involve themselves in mortal struggles, instead ordering all to search for the missing gods. History points to the irony that it was not Brannocs almighty gaze which found the missing gods trail, but the mortals of Lyr. The very same mortals who would have been dead had all Skylords followed their leaders command. And even now, creatures cursed with the twilight taint surrounded them, attracted by the artifact they had discovered.
narrator11_crusade_stream.wav|The gods had found the fabled portals to the Sunbridge Shrine, one of the worlds most sacred places. Shrouded in magic to shield it from the greed of men and giant, its presence was hidden from even the Skylords. Later it was clear the gods must have been horribly weaked, they had to walk to the hallowed ground and dig like mortals to unearth the portal. And the longer the Skylords followed the track of the gods, the more powerful the twilight infection became.
